Food_Code,Food_Name,Scientific_Name,Local_Name_Assamese,Local_Name_Bengali,Local_Name_English,Local_Name_Gujarati,Local_Name_Hindi,Local_Name_Kannada,Local_Name_Kashmiri,Local_Name_Khasi,Local_Name_Konkani,Local_Name_Malayalam,Local_Name_Manipuri,Local_Name_Marathi,Local_Name_Nepali,Local_Name_Oriya,Local_Name_Punjabi,Local_Name_Sanskrit,Local_Name_Tamil,Local_Name_Telugu,Local_Name_Urdu,Local_Name_Common_Name,Food_Group,Tags,OWL_Category
P049,Parava,Lactarius lactarius,NA,NA,False trevally,Dhangari,NA,Saundala,NA,NA,NA,Adavu,NA,Saundala,NA,NA,NA,NA,Sudumbu,Sudumbu,NA,NA,Marine Fish,fishetarian nonveg,NA
P050,Parcus,Psettodes erumei,NA,NA,Indian halibut,Hario,NA,NA,NA,NA,Box Lep,NA,NA,Zhipali,NA,NA,NA,NA,Erumei nakku,Noree nalaka,NA,Large primitive flatfish,Marine Fish,fishetarian nonveg,NA
P051,Parrot fish,Scarus ghobban,NA,NA,Blue barred parrotfish,NA,NA,NA,NA,NA,NA,Chandi,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P052,Perinkilichai,Pinjalo pinjalo,NA,NA,Pinjalo Snapper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mette mirrei,NA,NA,Snapper,Marine Fish,fishetarian nonveg,NA
P053,Phopat,Coryphaena hippurus,NA,Pomfret,Mahi mahi,Halwa,NA,Thondrotte,NA,NA,NA,Affunose,NA,Abanoos,NA,Baal,NA,NA,Karuvaval,Chanduva,NA,Surface dwelling ray finned fish,Marine Fish,fishetarian nonveg,NA
P054,Piranha,Pygopritis sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P055,"Pomfret, black",Parastromateus niger,NA,NA,Black pomfret,Halwa,NA,Thondrotte,NA,NA,Halwa,Vellavoli,NA,Halwa,NA,NA,NA,NA,Vellaivaval,Nallachanduva,NA,Pomfret,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P056,"Pomfret, snub nose",Trachinotus blochii,NA,NA,Snubnose Pampano,NA,NA,NA,NA,NA,NA,Peeyada,NA,Ladagoo,NA,NA,NA,NA,Kootili,NA,NA,Coastal fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P057,"Pomfret, white",Pampus argenteus,NA,Chandi,Silver pomfret,Vichuda,NA,Thondrotte,NA,NA,Surangat,Vellavoli,NA,Saranga,NA,Chandee,NA,NA,Vella vavval,Thellachanduva,NA,Butterfish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P058,Pranel,Gerres sp.,NA,NA,Whipfin silver biddy,NA,NA,Paiya,NA,NA,NA,Pranjin,NA,Charbat,NA,NA,NA,NA,Oodan,NA,NA,Mojarras,Marine Fish,fishetarian nonveg,NA
P059,Pulli paarai,Gnathanodon speciosus,NA,NA,Golden trevally,NA,NA,Gondlu,NA,NA,NA,Para,NA,NA,NA,NA,NA,NA,Pilli parah,Pulli Parai,NA,Large marine fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P060,Queen fish,Scomberoides commersonianus,NA,NA,Doubledotted Queenfish,Sag,NA,Palaimeenu,NA,NA,NA,Palameen,NA,Dagol,NA,NA,NA,NA,Toal parah,Pasupara,NA,Coastal fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P061,Raai fish,Lobotes surinamensis,NA,NA,Atlantic tripletail,Katkola,NA,NA,NA,NA,NA,Parrandee,NA,Katkola,NA,Chota Bekkut,NA,NA,Musalli,NA,NA,Warm water marine fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P062,Raai vanthu,Epinephelus chlorostigma,NA,NA,Brown spotted reef cod,Vekharu,NA,Guri,NA,NA,Gobri,Pulli Kalawa,NA,Hekru,NA,NA,NA,NA,Kalava,NA,NA,Grouper fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P063,Rani,Pink perch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater gamefish,Marine Fish,fishetarian nonveg,NA
P064,"Ray fish, bow head, spotted",Rhina ancylostoma,NA,NA,Bowmouth guitarfish,NA,NA,NA,NA,NA,NA,NA,NA,Sakshi,NA,NA,NA,NA,Mun ultava,Pottila sora,NA,Ray,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P065,Red snapper,Lutjanus argentimaculatus,NA,NA,Mangrove red snapper,Ratado,NA,Chembali,NA,NA,NA,Murumeen,NA,Tambusa,NA,NA,NA,NA,Paruthikanni,Rangu,NA,Snapper,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P066,"Red snapper, small",Priacanthus hamrur,NA,Alta-punti,Lunar-tailed bigeye,Dorali,NA,Disco Meenu,NA,NA,NA,Bullsai,NA,Tambi,NA,Alta-punti,NA,NA,Kakkasi,Bochelu,NA,Marine fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P067,Sadaya,Platax orbicularis,NA,NA,Orbicular batfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquarium fish,Marine Fish,fishetarian nonveg,NA
P068,Salmon,Salmo salar,NA,NA,Atlantic salmon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ray-finned fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P069,Sangada,Nemipterus japonicus,NA,NA,Japanese threadfin bream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P070,Sankata paarai,Caranx ignobilis,NA,NA,Giant trevally,NA,NA,NA,NA,NA,NA,Kuluvel,NA,NA,NA,NA,NA,NA,NA,Jarradandree-parah,NA,Large marine fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P071,Sardine,Sardinella longiceps,NA,NA,Indian oil sardine,Tarali,NA,Baige,NA,NA,NA,Nalla Mathi,NA,Haird,NA,NA,NA,NA,Nonalai,Noona-kavallu,NA,Ray-finned fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P072,Shark,Carcharhinus sorrah,NA,NA,Spot-tail shark,NA,NA,Shirat,NA,NA,NA,NA,NA,Balda,NA,NA,NA,NA,Katta-sorrah,NA,NA,Requiem shark,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P073,"Shark, hammer head",Sphyrna mokarran,NA,NA,Great hammerhead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hammerhead shark,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P074,"Shark, spotted",Stegostoma fasciatum,NA,NA,Zebra shark,Shinawala,NA,NA,NA,NA,NA,Shinvala,NA,NA,NA,NA,NA,NA,Komarasi-sorrah,Potrava,NA,Carpet shark,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P075,Shelavu,Sphyraena jello,NA,NA,Pickhandle barracuda,Bhungar,NA,Kandai,NA,NA,NA,Cheelahoo,NA,Ghalse,NA,NA,NA,NA,NA,Jellow,NA,NA,Marine Fish,fishetarian nonveg,NA
P076,Silan,Silonia silondia,Dhain,Silond,Silond catfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Schilbid catfish,Marine Fish,fishetarian nonveg,NA
P077,Silk fish,Beryx sp.,NA,NA,Alfonsino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deep oceanic fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P078,Silver carp,Hypophthalmichthys molitrix,NA,NA,Silver carp,NA,NA,Belli-gende,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater cyprinid fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P079,Sole fish,Cynoglossus arel,NA,NA,Largescale tongue-sole,NA,NA,NA,NA,NA,NA,NA,NA,Lep,NA,NA,NA,NA,NA,NA,NA,Tonguefish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P080,Stingray,Dasyatis pastinaca,NA,NA,Common stingray,NA,NA,NA,NA,NA,NA,Thirukay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stingray,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P081,Tarlava,Drepane punctata,NA,NA,Spotted sicklefish,Chand,NA,NA,NA,NA,NA,NA,NA,Chand,NA,NA,NA,NA,Therattai,Thotha,NA,NA,Marine Fish,fishetarian nonveg,NA
P082,Tholam,Plectorhinchus schotaf,NA,NA,Minstrel sweetlips,NA,NA,NA,NA,NA,NA,NA,NA,Harvil,NA,NA,NA,NA,NA,NA,NA,Gamefish,Marine Fish,fishetarian nonveg,NA
P083,Tilapia,Oreochromis niloticus,Elapi,NA,Nile tilapia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tilapia,NA,NA,Tilapia,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P084,Tuna,Euthynnus affinis,NA,NA,Mackerel tuna,Gedar,NA,NA,NA,NA,Bokado,Choora,NA,Chuki,NA,NA,NA,NA,Choori-min,NA,NA,Ray-finned bony fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P085,"Tuna, striped",Katsuwonus pelamis,NA,NA,Skipjack tuna,Gedar,NA,NA,NA,NA,Bokado,Choora,NA,Kuppa,NA,NA,NA,NA,NA,NA,NA,Medium-sized perciform fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P086,Valava,Chirocentrus nudus,NA,NA,Whitefin wolf-herring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kiru-wahlah,Wahlah,NA,Herring,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P087,Vanjaram,Scomberomorus commerson,NA,NA,Narrow-barred Spanish mackerel,Surmai,NA,Thavar,NA,NA,NA,Ayakora,NA,Anjai,NA,NA,NA,NA,Ah-ku-lah,Vanjiramu,NA,Mackerel,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P088,Vela meen,Aprion virescens,NA,NA,Green jobfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snapper,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P089,Vora,Siganus javus,NA,NA,Streaked spinefoot,NA,NA,NA,NA,NA,NA,NA,NA,Kunar,NA,NA,NA,NA,Ottah,Warahwah,NA,Rabbitfish,Marine Fish,fishetarian nonveg,NA
P090,Whale shark,Galeocerdo cuvier,NA,NA,Tiger shark,Bhoovar,NA,Pullia,NA,NA,NA,Valiasurav,NA,Waghbeer,NA,NA,NA,NA,Wulluven Sorrah,Kettalam Sorrah,NA,Requiem shark,Marine Fish,fishetarian nonveg,NA
P091,Xiphinis,Xiphias gladius,NA,NA,Swordfish,Kunga,NA,NA,NA,NA,NA,Kuthirameen,NA,Tadmasa,NA,NA,NA,NA,NA,NA,NA,Billfish,Marine Fish,fishetarian nonveg,NA
P092,"Eggs, Cat fish",Ompok bimaculatus,NA,NA,Butter catfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sheatfish,Marine Fish,fishetarian nonveg,NA
Q001,Crab,Menippe mercenaria,NA,NA,Florida stone crab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Shellfish,fishetarian nonveg,MarineProductOrSeafood
Q002,"Crab, sea",Portunus sanguinolentus,NA,NA,Three-spot swimming crab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large crab,Marine Shellfish,fishetarian nonveg,MarineProductOrSeafood
Q003,"Lobster, brown",Thenus orientalis,NA,NA,Flathead lobster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Slipper lobster,Marine Shellfish,fishetarian nonveg,MarineProductOrSeafood
Q004,"Lobster, king size",Thenus orientalis,NA,NA,Flathead lobster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Slipper lobster,Marine Shellfish,fishetarian nonveg,MarineProductOrSeafood
Q005,Mud crab,Scylla tranquebarica,NA,NA,Mangrove crab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Shellfish,fishetarian nonveg,MarineProductOrSeafood
Q006,Oyster,Crassostrea sp.,NA,NA,Indian backwater oyster,NA,NA,NA,NA,NA,NA,Muringa,NA,NA,NA,NA,NA,NA,Kalungu,NA,NA,NA,Marine Shellfish,fishetarian nonveg,MarineProductOrSeafood
Q007,"Tiger prawns, brown",Solenocera crassicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine crustacean,Marine Shellfish,fishetarian nonveg,MarineProductOrSeafood
Q008,"Tiger Prawns, orange",Penaeus monodon,NA,NA,Giant tiger prawn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine crustacean,Marine Shellfish,fishetarian nonveg,MarineProductOrSeafood
R001,"Clam, green shell",Perna viridis,NA,NA,Asian green mussel,NA,NA,NA,NA,NA,NA,Kallumalkai,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mussel,Marine Mollusks,fishetarian nonveg,MarineProductOrSeafood
R002,"Clam, white shell, ribbed",Meretrix meretrix,NA,NA,Asiatic Hard Clam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Mollusks,fishetarian nonveg,MarineProductOrSeafood
R003,Octopus,Octopus vulgaris,NA,NA,Common octopus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Mollusks,fishetarian nonveg,MarineProductOrSeafood
R004,"Squid, black",Loligo sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Mollusks,fishetarian nonveg,MarineProductOrSeafood
R005,"Squid, hard shell",Sepia pharaonis,NA,NA,Pharaoh cuttlefish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large cuttlefish,Marine Mollusks,fishetarian nonveg,MarineProductOrSeafood
R006,"Squid, red",Loligo duvauceli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Mollusks,fishetarian nonveg,MarineProductOrSeafood
R007,"Squid, white, small",Uroteuthis duvauceli,NA,NA,Indian Ocean Squid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Mollusks,fishetarian nonveg,MarineProductOrSeafood
S001,Cat fish,Tandanus tandanus,NA,NA,Eel-tailed catfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catfish,Fresh Water Fish and Shellfish,fishetarian nonveg,MarineProductOrSeafood
S002,Catla,Catla catla,Baudhekra,Katla,Major carp,Tambra,Catla,Catla,NA,NA,NA,Karakatla,NA,Tambra,NA,Bhakur,Theil,NA,Meen,Botcha,NA,Asian freshwater fish,Fresh Water Fish and Shellfish,fishetarian nonveg,MarineProductOrSeafood
S003,Freshwater Eel,Anguilla anguilla,NA,NA,European eel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eel,Fresh Water Fish and Shellfish,fishetarian nonveg,MarineProductOrSeafood
S004,Gold fish,Carassius auratus,NA,NA,Goldfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater fish,Fresh Water Fish and Shellfish,fishetarian nonveg,NA
S005,Pangas,Pangasianodon hypophthalmus,NA,NA,Iridescent shark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shark catfish,Fresh Water Fish and Shellfish,fishetarian nonveg,NA
S006,Rohu,Labeo rohita,Rou,Rahu,Rohu,NA,Bhobhari,Rohu,NA,NA,NA,Rohitham,Row,Rohu,NA,Rohu,Dumra,NA,Kannadi Kendai,Bocha-gandumeenu,NA,Carp fish,Fresh Water Fish and Shellfish,fishetarian nonveg,MarineProductOrSeafood
S007,Crab,Pachygrapsus sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small shore crab,Fresh Water Fish and Shellfish,fishetarian nonveg,MarineProductOrSeafood
S008,"Prawns, big",Macrobrachium rosenbergii,NA,NA,Giant freshwater prawn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Palaemonid freshwater prawn,Fresh Water Fish and Shellfish,fishetarian nonveg,MarineProductOrSeafood
S009,"Prawns, small",Macrobrachium sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shrimp,Fresh Water Fish and Shellfish,fishetarian nonveg,MarineProductOrSeafood
S010,Tiger prawns,Macrobrachium sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shrimp,Fresh Water Fish and Shellfish,fishetarian nonveg,MarineProductOrSeafood
T001,Coconut oil,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,OilsAndFats
T002,Corn oil,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,OilsAndFats
T003,Cotton seed oil,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,OilsAndFats
T004,Gingelly oil,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,OilsAndFats
T005,Groundnut oil,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,OilsAndFats
T006,Mustard oil,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,OilsAndFats
T007,Palm oil,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,OilsAndFats
T008,Rice bran oil,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,OilsAndFats
T009,Safflower oil,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,OilsAndFats
T010,Safflower oil (blended),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,OilsAndFats
T011,Soyabean oil,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,OilsAndFats
T012,Sunflower oil,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,OilsAndFats
T013,Ghee,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,AnimalFat
T014,Vanaspati,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,AnimalFat
